Assembly,Parliamentary Year,Term,Session No.,Sitting No.,Representative,Bill,Bill Type,Standing Committee,
National,5,14,45,1,Asiya Naz Tanoli[PML-N],"The Compulsory Drug Test of Students Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,45,1,"Abdul Waseem[MQM]
Shaikh Salahuddin[MQM]
Syed Ali Raza Abidi[MQM]
Muhammad Muzammil Qureshi[MQM]
Kishwer Zehra[MQM]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 198)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,45,1,"Mohammad Salman Khan Baloch[MQM]
Syed Ali Raza Abidi[MQM]
Muhammad Muzammil Qureshi[MQM]
Kishwer Zehra[MQM]
Dr. Fouzia Hameed[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]
Sanjay Perwani[MQM]","The Pakistan Standards and Quality Control Authority (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,45,1,"Dr. Khalid Maqbool Siddiqui[MQM]
Syed Waseem Hussain[MQM]
S. A. Iqbal Qadri[MQM]
Mehboob Alam[MQM]
Abdul Waseem[MQM]
Shaikh Salahuddin[MQM]
Dr. Muhammad Farooq Sattar[MQM]
Syed Ali Raza Abidi[MQM]
Muhammad Muzammil Qureshi[MQM]
Iqbal Muhammad Ali Khan[MQM]
Kishwer Zehra[MQM]
Dr. Fouzia Hameed[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]
Sanjay Perwani[MQM]
Muhammad Kamal Malik[MQM]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 160)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,46,2,Kishwer Zehra[MQM],"The Criminal Law (Amendment) Bill, 2014
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,46,2,"Dr. Khalid Maqbool Siddiqui[MQM]
Syed Waseem Hussain[MQM]
S. A. Iqbal Qadri[MQM]
Mehboob Alam[MQM]
Abdul Waseem[MQM]
Shaikh Salahuddin[MQM]
Dr. Muhammad Farooq Sattar[MQM]
Syed Ali Raza Abidi[MQM]
Muhammad Muzammil Qureshi[MQM]
Iqbal Muhammad Ali Khan[MQM]
Kishwer Zehra[MQM]
Dr. Fouzia Hameed[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]
Sanjay Perwani[MQM]
Muhammad Kamal Malik[MQM]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 160)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,46,2,Asiya Naz Tanoli[PML-N],"The Compulsory Drug Test of Students Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,46,2,"Abdul Waseem[MQM]
Shaikh Salahuddin[MQM]
Syed Ali Raza Abidi[MQM]
Muhammad Muzammil Qureshi[MQM]
Kishwer Zehra[MQM]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 198)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,46,2,Asad Umar[PTI],"The Controller General of Accounts (Appointment, Functions and Powers) (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,46,2,"Imran Khattak[PTI]
Nafeesa Inayatullah Khan Khattak[PTI]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 25 A)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,46,2,"Dr. Khalid Maqbool Siddiqui[MQM]
Mohammad Salman Khan Baloch[MQM]
Khawaja Sohail Mansoor[MQM]
S. A. Iqbal Qadri[MQM]
Mehboob Alam[MQM]
Abdul Waseem[MQM]
Shaikh Salahuddin[MQM]
Dr. Muhammad Farooq Sattar[MQM]
Syed Ali Raza Abidi[MQM]
Sajid Ahmed[MQM]
Kishwer Zehra[MQM]
Dr. Fouzia Hameed[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]
Kanwar Naveed Jamil[MQM]","The Redistributive Land Reforms Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,46,2,"Imran Khattak[PTI]
Nafeesa Inayatullah Khan Khattak[PTI]","The Right to Free and Compulsory Education (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,46,2,"Mohammad Salman Khan Baloch[MQM]
S. A. Iqbal Qadri[MQM]
Mehboob Alam[MQM]
Shaikh Salahuddin[MQM]
Dr. Fouzia Hameed[MQM]","The Minimum Wages (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,46,2,"Mohammad Salman Khan Baloch[MQM]
Syed Ali Raza Abidi[MQM]
Muhammad Muzammil Qureshi[MQM]
Kishwer Zehra[MQM]
Dr. Fouzia Hameed[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]
Sanjay Perwani[MQM]","The Pakistan Standards and Quality Control Authority (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Deferred
National,5,14,46,2,Babar Nawaz Khan[PML-N],"The Trafficking in Persons Bill, 2017
[Support]",Private,Not Applicable,Dropped
National,5,14,46,3,Marriyum Aurangzeb[PML-N],"The Right of Access to Information Bill, 2017
[Support]",Government,Not Applicable,Deferred
National,5,14,46,3,Mohammad Ishaq Dar[PML-N],"The Auditor-General’s (Functions, Powers and Terms and Conditions of Service) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Deferred
National,5,14,46,3,Mumtaz Ahmad Tarar[PML-N],"The National Commission on the Rights of the Child Bill, 2017",Government,Not Applicable,Passed
National,5,14,46,3,Sheikh Aftab Ahmed[PML-N],"The Service Tribunals (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Introduced
National,5,14,46,4,Mohammad Ishaq Dar[PML-N],"The Auditor-General’s (Functions, Powers and Terms and Conditions of Service) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,4,Marriyum Aurangzeb[PML-N],"The Right of Access to Information Bill, 2017
[Support]",Government,Not Applicable,Deferred
National,5,14,46,5,Mohammad Ishaq Dar[PML-N],"The Auditor-General’s (Functions, Powers and Terms and Conditions of Service) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,5,Zahid Hamid Khan[PML-N],"The Supreme Court and High Court (Extension of Jurisdiction to Federally Administered Tribal Areas) Bill, 2017
[Support]",Government,Not Applicable,Introduced
National,5,14,46,5,Marriyum Aurangzeb[PML-N],"The Right of Access to Information Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,6,Muhammad Baleegh-ur-Rehman[PML-N],"The Apprenticeship Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,6,Mohammad Ishaq Dar[PML-N],"The Auditor-General’s (Functions, Powers and Terms and Conditions of Service) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,6,Marriyum Aurangzeb[PML-N],"The Right of Access to Information Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,7,Marvi Memon[PML-N],"The Acid and Burn Crime Bill, 2017
[Support]",Private,Not Applicable,Deferred
National,5,14,46,7,Kishwer Zehra[MQM],"The Criminal Law (Amendment) Bill, 2014",Private,Not Applicable,Passed
National,5,14,46,7,"Imran Khattak[PTI]
Nafeesa Inayatullah Khan Khattak[PTI]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 25 A)
[Support]",Private,Not Applicable,Introduced
National,5,14,46,7,"Abdul Waseem[MQM]
Shaikh Salahuddin[MQM]
Syed Ali Raza Abidi[MQM]
Muhammad Muzammil Qureshi[MQM]
Kishwer Zehra[MQM]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 198)
[Support]",Private,Not Applicable,Introduced
National,5,14,46,7,"Dr. Khalid Maqbool Siddiqui[MQM]
Syed Waseem Hussain[MQM]
S. A. Iqbal Qadri[MQM]
Mehboob Alam[MQM]
Abdul Waseem[MQM]
Shaikh Salahuddin[MQM]
Dr. Muhammad Farooq Sattar[MQM]
Syed Ali Raza Abidi[MQM]
Muhammad Muzammil Qureshi[MQM]
Iqbal Muhammad Ali Khan[MQM]
Kishwer Zehra[MQM]
Dr. Fouzia Hameed[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]
Sanjay Perwani[MQM]
Muhammad Kamal Malik[MQM]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 160)
[Support]",Private,Not Applicable,Introduced
National,5,14,46,7,"Mohammad Salman Khan Baloch[MQM]
Syed Ali Raza Abidi[MQM]
Muhammad Muzammil Qureshi[MQM]
Kishwer Zehra[MQM]
Dr. Fouzia Hameed[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]
Sanjay Perwani[MQM]","The Pakistan Standards and Quality Control Authority (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,46,7,Asad Umar[PTI],"The Controller General of Accounts (Appointment, Functions and Powers) (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,46,7,Asiya Naz Tanoli[PML-N],"The Compulsory Drug Test of Students Bill, 2017
[Support]",Private,Not Applicable,Dropped
National,5,14,46,8,Muhammad Baleegh-ur-Rehman[PML-N],"The Apprenticeship Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,8,Mohammad Ishaq Dar[PML-N],"The Auditor-General’s (Functions, Powers and Terms and Conditions of Service) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,8,Marriyum Aurangzeb[PML-N],"The Right of Access to Information Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,9,Mohammad Ishaq Dar[PML-N],"The Corporate Rehabilitation Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,9,Muhammad Baleegh-ur-Rehman[PML-N],"The Apprenticeship Bill, 2017",Government,Not Applicable,Passed
National,5,14,46,9,Mohammad Ishaq Dar[PML-N],"The Auditor-General’s (Functions, Powers and Terms and Conditions of Service) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,46,9,Marriyum Aurangzeb[PML-N],"The Right of Access to Information Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,47,1,Mohammad Ishaq Dar[PML-N],"The Auditor-General’s (Functions, Powers and Terms and Conditions of Service) (Amendment) Bill, 2017",Government,Not Applicable,Passed
National,5,14,47,1,Marriyum Aurangzeb[PML-N],"The Right of Access to Information Bill, 2017",Government,Not Applicable,Passed
National,5,14,47,1,Mr. Kamran Michael[PML-N],"The General Statistics (Reorganization) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Introduced
National,5,14,47,1,Zahid Hamid Khan[PML-N],"The Evening Courts Bill, 2017
[Support]",Government,Not Applicable,Introduced
National,5,14,47,1,Zahid Hamid Khan[PML-N],"The Law and Justice Commission of Pakistan (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Introduced
National,5,14,47,1,Zahid Hamid Khan[PML-N],"The Elections Bill, 2017",Government,Not Applicable,Passed
National,5,14,47,2,Kishwer Zehra[MQM],"The Criminal Laws (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,47,2,Marvi Memon[PML-N],"The Acid and Burn Crime Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,47,2,Kishwer Zehra[MQM],"The Transplantation of Human Organs and Tissues (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,47,2,Aisha Syed[JI],"The West Pakistan Maternity Benefit (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Dropped
National,5,14,47,2,"S. A. Iqbal Qadri[MQM]
Abdul Waseem[MQM]
Shaikh Salahuddin[MQM]
Syed Ali Raza Abidi[MQM]
Iqbal Muhammad Ali Khan[MQM]
Sajid Ahmed[MQM]
Kishwer Zehra[MQM]
Dr. Fouzia Hameed[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]
Kanwar Naveed Jamil[MQM]","The General Statistics (Reorganization) (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,47,2,Aaisha Gulalai[PTI],"The Constitution (Amendment) Bill, 2017 (Amendment in Article 51 and 59)
[Support]",Private,Not Applicable,Dropped
National,5,14,47,2,Tariq Christopher Qaiser[PML-N],"The Constitution (Amendment) Bill, 2017 (Amendment in Article 51 and 106)
[Support]",Private,Not Applicable,Introduced
National,5,14,47,2,"S. A. Iqbal Qadri[MQM]
Muhammad Muzammil Qureshi[MQM]
Dr. Fouzia Hameed[MQM]","The Right to Free and Compulsory Education (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,47,4,Zahid Hamid Khan[PML-N],"The Elections (Amendment) Bill, 2017",Government,Not Applicable,Passed
National,5,14,47,6,Sheikh Aftab Ahmed[PML-N],"The Federal Employees Benevolent Fund and Group Insurance (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Introduced
National,5,14,47,7,Kishwer Zehra[MQM],"The Criminal Law (Amendment) Bill, 2017 (Amendment in section 489F)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,47,7,Marvi Memon[PML-N],"The Acid and Burn Crime Bill, 2017
[Support]",Private,Not Applicable,Deferred
National,5,14,47,7,Kishwer Zehra[MQM],"The Transplantation of Human Organs and Tissues (Amendment) Bill, 2017",Private,Not Applicable,Passed
National,5,14,47,7,Muhammad Muzammil Qureshi[MQM],"The Pakistan Bait-ul-Mal (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Deferred
National,5,14,47,7,Babar Nawaz Khan[PML-N],"The Trafficking in Persons Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,48,1,Saira Afzal Tarar[PML-N],"The Islamabad Healthcare Regulation Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,48,1,Mohammad Ishaq Dar[PML-N],"The Loans for Agricultural, Commercial and Industrial Purposes (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Introduced
National,5,14,48,1,Zahid Hamid Khan[PML-N],"The Constitution (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Deferred
National,5,14,48,2,Saira Afzal Tarar[PML-N],"The Islamabad Healthcare Regulation Bill, 2017
[Support]",Government,Not Applicable,Introduced
National,5,14,48,2,Zahid Hamid Khan[PML-N],"The Constitution (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Deferred
National,5,14,48,3,Dr. Tariq Fazal Ch.[PML-N],"The Shaheed Zulfiqar Ali Bhutto Medical University, Islamabad (Amendment) Bill, 2017",Government,Not Applicable,Passed
National,5,14,48,3,Zahid Hamid Khan[PML-N],"The Constitution (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,49,1,Zahid Hamid Khan[PML-N],"The Elections (Amendment) Bill, 2017",Government,Not Applicable,Passed
National,5,14,49,1,Zahid Hamid Khan[PML-N],"The Constitution (Amendment) Bill, 2017 (Amendment in Section 3 and 5 of the Article 51)",Government,Not Applicable,Passed
National,5,14,49,3,Zahid Hamid Khan[PML-N],"The Law and Justice Commission of Pakistan (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,49,3,Mir Dostain Khan Domki[PML-N],"The National University of Technology Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,49,4,Aisha Syed[JI],"The West Pakistan Maternity Benefit (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,49,4,"S. A. Iqbal Qadri[MQM]
Muhammad Muzammil Qureshi[MQM]
Sajid Ahmed[MQM]
Dr. Fouzia Hameed[MQM]","The Protection against Harassment of Women at the Workplace (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,49,4,Surriya Asghar[PML-N],"The Constitution (Amendment) Bill, 2017 (Amendment in Article 198)
[Support]",Private,Not Applicable,Deferred
National,5,14,49,4,"Muhammad Gohar Shah[JUI]
Qari Muhammad Yousaf[JUI]
Sher Akbar Khan[JI]
Sahibzada Tariq Ullah[JI]
Sahib Zada Muhammad Yaqub[JI]
Muhammad Jamal Ud Din[JUI]
Agha Muhammad[JUI]
Qamar Ud Din[JUI]
Naeema Kishwar Khan[JUI]
Aisha Syed[JI]
Engineer Mohammad Usman Badaini[IND]","The Elections (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Dropped
National,5,14,49,4,Surriya Asghar[PML-N],"The Supreme Court (Number of Judges) (Amendment) Bill, 2017 (Amendment of Section 2, Act XXXIII of 1997)
[Support]",Private,Not Applicable,Deferred
National,5,14,49,4,"S. A. Iqbal Qadri[MQM]
Shaikh Salahuddin[MQM]
Kishwer Zehra[MQM]
Dr. Nikhat Shakeel Khan[MQM]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 51)
[Support]",Private,Not Applicable,Rejected
National,5,14,49,4,Muhammad Muzammil Qureshi[MQM],"The Pakistan Bait-ul-Mal (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Introduced
National,5,14,49,4,Naeema Kishwar Khan[JUI],"The Constitution (Amendment) Bill, 2017 (Amendment in Article 91)
[Support]",Private,Not Applicable,Dropped
National,5,14,50,1,Abdul Qadir Baloch[PML-N],"The Rulers of Acceding States (Abolition of Privy Purses and Privileges) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,50,1,Mumtaz Ahmad Tarar[PML-N],"The Women in Distress and Detention Fund (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,50,2,Abdul Qadir Baloch[PML-N],"The Rulers of Acceding States (Abolition of Privy Purses and Privileges) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,50,2,Mumtaz Ahmad Tarar[PML-N],"The Women in Distress and Detention Fund (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,50,2,Saira Afzal Tarar[PML-N],"The Health Services Academy (Restructuring) Bill, 2017
[Support]",Government,Not Applicable,Introduced
National,5,14,50,3,Abdul Qadir Baloch[PML-N],"The Rulers of Acceding States (Abolition of Privy Purses and Privileges) (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,50,3,Mumtaz Ahmad Tarar[PML-N],"The Women in Distress and Detention Fund (Amendment) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,50,3,Sheikh Aftab Ahmed[PML-N],"The Supreme Court and High Court (Extension of Jurisdiction to Federally Administered Tribal Areas) Bill, 2017
[Support]",Government,Not Applicable,Not Taken Up
National,5,14,50,4,Dr. Fouzia Hameed[MQM],"The Federal Public Service Commission (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,50,4,Kishwer Zehra[MQM],"The Criminal Law (Amendment) Bill, 2017 (Amendment in section 489F)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,50,4,Marvi Memon[PML-N],"The Acid and Burn Crime Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,50,4,Surriya Asghar[PML-N],"The Constitution (Amendment) Bill, 2017 (Amendment in Article 198)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,50,4,"Muhammad Muzammil Qureshi[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]","The Law and Justice Commission of Pakistan (Amendment) Bill, 2017
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,50,4,Nafeesa Inayatullah Khan Khattak[PTI],"The Drug Regulatory Authority of Pakistan (Amendment) Bill, 2017 (Amendment in Section 2 and Schedule II of Act XXI of 2012)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,50,4,Surriya Asghar[PML-N],"The Supreme Court (Number of Judges) (Amendment) Bill, 2017 (Amendment of Section 2, Act XXXIII of 1997)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,50,4,Naeema Kishwar Khan[JUI],"The Constitution (Amendment) Bill, 2017 (Amendment in Article 91)
[Support]",Private,Not Applicable,Not Taken Up
National,5,14,50,4,"Muhammad Muzammil Qureshi[MQM]
Sajid Ahmed[MQM]
Kishwer Zehra[MQM]
Saman Sultana Jafri[MQM]
Dr. Nikhat Shakeel Khan[MQM]","The Constitution (Amendment) Bill, 2017 (Amendment in Article 224)
[Support]",Private,Not Applicable,Not Taken Up
