Source,Target,Weight,Type,Same_Party_Then,Cross_Party_Then,Same_Party_Now,Government_Bills_Together,Private_Bills_Together,Parliamentary_Years,Terms,Shared_Committees_Count,Shared_Committees
Abdul Waseem,Sajid Ahmed,14,Undirected,14,0,1,0,14,2;4;5,14,1,"Law, Justice and Human Rights"
Dr. Fouzia Hameed,Dr. Muhammad Farooq Sattar,14,Undirected,14,0,1,0,14,3;4;5,14,0,
Mohammad Salman Khan Baloch,Saman Sultana Jafri,14,Undirected,14,0,1,0,14,2;4;5,14,1,"Law, Justice and Human Rights"
Amjid Ali Khan,Nafeesa Inayatullah Khan Khattak,14,Undirected,14,0,1,0,14,2,15,0,
Mehboob Alam,Syed Ali Raza Abidi,14,Undirected,14,0,1,0,14,1;3;5,14,1,"Law, Justice and Human Rights"
Sajid Ahmed,Sufyan Yousuf,14,Undirected,14,0,1,0,14,1;2;3;4,14,2,Interior and Narcotics Control;Parliamentary Affairs
Mehboob Alam,Sajid Ahmed,14,Undirected,14,0,1,0,14,2;4;5,14,1,"Law, Justice and Human Rights"
Mehboob Alam,Saman Sultana Jafri,14,Undirected,14,0,1,0,14,2;3;4;5,14,1,"Law, Justice and Human Rights"
Saman Sultana Jafri,Syed Waseem Hussain,14,Undirected,14,0,1,0,14,2;3;4;5,14,1,"Law, Justice and Human Rights"
Jam Abdul Karim Bijar,Syed Rafiullah,14,Undirected,14,0,1,0,14,2;3;4,15,0,
Iqbal Muhammad Ali Khan,Syed Waseem Hussain,14,Undirected,14,0,1,0,14,1;2;3;4;5,14,1,"Law, Justice and Human Rights"
Iqbal Muhammad Ali Khan,Saman Sultana Jafri,14,Undirected,14,0,1,0,14,2;3;4;5,14,1,"Law, Justice and Human Rights"
Dr. Ramesh Kumar Vankwani,Dr. Ramesh Kumar Vankwani,14,Undirected,14,0,1,0,14,1;2;3,14;15,0,
Mohammad Salman Khan Baloch,Muhammad Muzammil Qureshi,14,Undirected,14,0,1,0,14,1;2;4;5,14,1,"Law, Justice and Human Rights"
Dr. Muhammad Farooq Sattar,Muhammad Kamal Malik,13,Undirected,13,0,1,0,13,3;4;5,14,0,
Muhammad Kamal Malik,Shaikh Salahuddin,13,Undirected,13,0,1,0,13,3;4;5,14,0,
Muhammad Kamal Malik,Syed Waseem Hussain,13,Undirected,13,0,1,0,13,3;4;5,14,0,
Abdul Qadir Patel,Jam Abdul Karim Bijar,13,Undirected,13,0,1,0,13,2;3;4,15,0,
Muhammad Kamal Malik,S. A. Iqbal Qadri,13,Undirected,13,0,1,0,13,3;4;5,14,0,
Aftab Jehangir,Salah-ud-Din,13,Undirected,0,13,0,0,13,1,15,0,
Mohammad Salman Khan Baloch,Sanjay Perwani,13,Undirected,13,0,1,0,13,2;4;5,14,1,"Law, Justice and Human Rights"
Kishwer Zehra,Muhammad Rehan Hashmi,13,Undirected,13,0,1,0,13,1;2,14,3,"Cabinet Secretariat;Interior and Narcotics Control;Law, Justice and Human Rights"
Dr. Fouzia Hameed,Muhammad Kamal Malik,13,Undirected,13,0,1,0,13,3;4;5,14,0,
Mehboob Alam,Muhammad Kamal Malik,13,Undirected,13,0,1,0,13,3;4;5,14,0,
Abdul Rashid Godil,S. A. Iqbal Qadri,13,Undirected,13,0,1,0,13,1;2,14,3,"Cabinet Secretariat;Interior and Narcotics Control;Law, Justice and Human Rights"
Iqbal Muhammad Ali Khan,Sanjay Perwani,13,Undirected,13,0,1,0,13,2;4;5,14,1,"Law, Justice and Human Rights"
Dr. Khalid Maqbool Siddiqui,Dr. Muhammad Farooq Sattar,13,Undirected,13,0,1,0,13,1;3;4;5,14,1,Interior and Narcotics Control
Abdul Waseem,Muhammad Kamal Malik,13,Undirected,13,0,1,0,13,3;4;5,14,0,
Syed Amin ul Haque,Syed Amin ul Haque,13,Undirected,13,0,1,3,10,1;2;4,15,0,
Nafeesa Inayatullah Khan Khattak,Shandana Gulzar Khan,13,Undirected,13,0,1,0,13,2;4,15,2,Cabinet Secretariat;Interior and Narcotics Control
Nafeesa Inayatullah Khan Khattak,Raja Khurram Shahzad Nawaz,13,Undirected,13,0,1,0,13,2;3;4,15,0,
Dr. Fouzia Hameed,Mohammad Salman Khan Baloch,13,Undirected,13,0,1,0,13,4;5,14,0,
S. A. Iqbal Qadri,Syed Asif Hasnain,13,Undirected,13,0,1,0,13,1;2;3;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Dr. Nikhat Shakeel Khan,Muhammad Kamal Malik,13,Undirected,13,0,1,0,13,3;4;5,14,0,
Kishwer Zehra,Shaista Pervaiz,12,Undirected,0,12,0,0,12,1;3;5,14;15,0,
Shaikh Salahuddin,Syed Asif Hasnain,12,Undirected,12,0,1,0,12,1;2;3;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Dr. Khalid Maqbool Siddiqui,Muhammad Muzammil Qureshi,12,Undirected,12,0,1,0,12,1;3;4;5,14,2,Cabinet Secretariat;Interior and Narcotics Control
Muhammad Rehan Hashmi,S. A. Iqbal Qadri,12,Undirected,12,0,1,0,12,1;2,14,3,"Cabinet Secretariat;Interior and Narcotics Control;Law, Justice and Human Rights"
Shaista Pervaiz,Shaza Fatima Khawaja,12,Undirected,12,0,1,0,12,2,15,0,
Moulana Abdul Akbar Chitrali,Salah Ud Din Ayubi,12,Undirected,12,0,1,0,12,1;2;3,15,0,
Sardar Ayaz Sadiq,Shaista Pervaiz,12,Undirected,12,0,1,0,12,2,15,0,
Syed Rafiullah,Syed Rafiullah,12,Undirected,12,0,1,0,12,1;3;4,15,0,
James Iqbal,Moulana Abdul Akbar Chitrali,12,Undirected,12,0,1,0,12,3;4,15,1,Interior and Narcotics Control
Saman Sultana Jafri,Sufyan Yousuf,12,Undirected,12,0,1,0,12,1;3;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Sanjay Perwani,Syed Waseem Hussain,12,Undirected,12,0,1,0,12,2;3;5,14,1,"Law, Justice and Human Rights"
Abdul Rashid Godil,Sajid Ahmed,12,Undirected,12,0,1,0,12,1;2,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Shaista Pervaiz,Tahira Aurangzeb,12,Undirected,12,0,1,0,12,1;3;5,14;15,0,
Mehboob Alam,Sanjay Perwani,12,Undirected,12,0,1,0,12,2;3;5,14,1,"Law, Justice and Human Rights"
Iqbal Muhammad Ali Khan,Muhammad Muzammil Qureshi,12,Undirected,12,0,1,0,12,1;2;5,14,1,"Law, Justice and Human Rights"
Muhammad Kamal Malik,Syed Ali Raza Abidi,11,Undirected,11,0,1,0,11,5,14,0,
Mohammad Salman Khan Baloch,S. A. Iqbal Qadri,11,Undirected,11,0,1,0,11,1;2;4;5,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Dr. Nikhat Shakeel Khan,Dr. Nikhat Shakeel Khan,11,Undirected,11,0,1,0,11,2;3;5,14,0,
Shaikh Salahuddin,Sufyan Yousuf,11,Undirected,11,0,1,0,11,1;3;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Muhammad Kamal Malik,Muhammad Muzammil Qureshi,11,Undirected,11,0,1,0,11,5,14,0,
Dr. Shireen Mehrunnisa Mazari,Dr. Shireen Mehrunnisa Mazari,11,Undirected,11,0,1,9,2,2;3;4,14;15,0,
Dr. Muhammad Farooq Sattar,Saman Sultana Jafri,11,Undirected,11,0,1,0,11,1;3;4;5,14,1,Interior and Narcotics Control
Khurram Dastgir Khan,Khurram Dastgir Khan,11,Undirected,11,0,1,6,5,3;5,15,0,
Dr. Khalid Maqbool Siddiqui,Saman Sultana Jafri,11,Undirected,11,0,1,0,11,1;3;4;5,14,1,Interior and Narcotics Control
Sheikh Rasheed Ahmad,Sheikh Rasheed Ahmad,11,Undirected,11,0,1,10,1,3;4,14;15,0,
Dr. Khalid Maqbool Siddiqui,Syed Waseem Hussain,11,Undirected,11,0,1,0,11,3;4;5,14,0,
Dr. Nikhat Shakeel Khan,Muhammad Rehan Hashmi,11,Undirected,11,0,1,0,11,1;2,14,2,"Cabinet Secretariat;Law, Justice and Human Rights"
Murtaza Javed Abbasi,Murtaza Javed Abbasi,11,Undirected,11,0,1,10,1,1;4,15,0,
Abdul Waseem,Dr. Khalid Maqbool Siddiqui,11,Undirected,11,0,1,0,11,3;4;5,14,0,
Muhammad Sana Ullah Khan Masti Khel,Usama Qadri,10,Undirected,0,10,0,0,10,2,15,0,
Muhammad Sana Ullah Khan Masti Khel,Salah-ud-Din,10,Undirected,0,10,0,0,10,2,15,0,
Dr. Khalid Maqbool Siddiqui,Syed Ali Raza Abidi,10,Undirected,10,0,1,0,10,3;4;5,14,0,
Saman Sultana Jafri,Syed Asif Hasnain,10,Undirected,10,0,1,0,10,1;2;3;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Asad Mehmood,Asad Mehmood,10,Undirected,10,0,1,10,0,4,15,0,
Jam Abdul Karim Bijar,Jam Abdul Karim Bijar,10,Undirected,10,0,1,0,10,3;4,15,0,
Syed Asif Hasnain,Syed Waseem Hussain,10,Undirected,10,0,1,0,10,1;2;3;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Asma Hadeed,Dr. Seemin Abdul Rehman Bokhari,10,Undirected,10,0,1,0,10,2;4,15,1,Interior
Noor Alam Khan,Noor Alam Khan,10,Undirected,10,0,1,0,10,1,15;16,0,
Muhammad Akram,Usama Qadri,10,Undirected,0,10,0,0,10,2,15,0,
Sajid Ahmed,Syed Waseem Hussain,10,Undirected,10,0,1,0,10,2;5,14,1,"Law, Justice and Human Rights"
Iqbal Muhammad Ali Khan,Muhammad Sana Ullah Khan Masti Khel,10,Undirected,0,10,0,0,10,2,15,0,
Iqbal Muhammad Ali Khan,Muhammad Akram,10,Undirected,0,10,0,0,10,2,15,0,
Imran Khattak,Nafeesa Inayatullah Khan Khattak,10,Undirected,10,0,1,0,10,1;2;5,14;15,1,Parliamentary Affairs
Abdul Waseem,Sufyan Yousuf,10,Undirected,10,0,1,0,10,1;3;4,14,3,"Cabinet Secretariat;Interior and Narcotics Control;Law, Justice and Human Rights"
Moulana Abdul Akbar Chitrali,Mrs. Aliya Kamran,10,Undirected,10,0,1,0,10,1,15,0,
Dr. Nikhat Shakeel Khan,Sufyan Yousuf,10,Undirected,10,0,1,0,10,1;3;4,14,4,"Cabinet Secretariat;Interior and Narcotics Control;Law, Justice and Human Rights;Parliamentary Affairs"
Salah Ud Din Ayubi,Shahida Akhtar Ali,10,Undirected,10,0,0,0,10,1,15,0,
Mohammad Salman Khan Baloch,Shaikh Salahuddin,10,Undirected,10,0,1,0,10,1;2;4;5,14,1,"Law, Justice and Human Rights"
Kishwer Zehra,Muhammad Sana Ullah Khan Masti Khel,10,Undirected,0,10,0,0,10,2,15,0,
Kishwer Zehra,Muhammad Akram,10,Undirected,0,10,0,0,10,2,15,0,
Raja Riaz Ahmad,Usama Qadri,10,Undirected,0,10,0,0,10,2,15,0,
Raja Riaz Ahmad,Salah-ud-Din,10,Undirected,0,10,0,0,10,2,15,0,
Moulana Abdul Akbar Chitrali,Shahida Akhtar Ali,10,Undirected,10,0,0,0,10,1,15,0,
Naveed Aamir,Naveed Aamir,10,Undirected,10,0,1,0,10,2;4;5,15,0,
Muhammad Akram,Muhammad Sana Ullah Khan Masti Khel,10,Undirected,10,0,1,0,10,2,15,0,
Muhammad Akram,Salah-ud-Din,10,Undirected,0,10,0,0,10,2,15,0,
Muhammad Akram,Raja Riaz Ahmad,10,Undirected,10,0,1,0,10,2,15,0,
Muhammad Akram,Nafeesa Inayatullah Khan Khattak,10,Undirected,10,0,1,0,10,2,15,0,
Nafeesa Inayatullah Khan Khattak,Raja Riaz Ahmad,10,Undirected,10,0,1,0,10,2,15,0,
Kishwer Zehra,Raja Riaz Ahmad,10,Undirected,0,10,0,0,10,2,15,0,
Nafeesa Inayatullah Khan Khattak,Salah-ud-Din,10,Undirected,0,10,0,0,10,2,15,0,
Dr. Khalid Maqbool Siddiqui,Mehboob Alam,10,Undirected,10,0,1,0,10,3;4;5,14,0,
Mohammad Salman Khan Baloch,Syed Ali Raza Abidi,10,Undirected,10,0,1,0,10,1;4;5,14,1,"Law, Justice and Human Rights"
Ali Muhammad Khan,Dr. Shireen Mehrunnisa Mazari,10,Undirected,10,0,1,0,10,2,14,0,
Ali Muhammad Khan,Dr. Arif Alvi,10,Undirected,10,0,1,0,10,2,14,0,
Mohsin Shah Nawaz Ranjha,Syed Naveed Qamar,10,Undirected,0,10,0,0,10,2,15,0,
Abdul Rashid Godil,Iqbal Muhammad Ali Khan,10,Undirected,10,0,1,0,10,2,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Iqbal Muhammad Ali Khan,Raja Riaz Ahmad,10,Undirected,0,10,0,0,10,2,15,0,
Iqbal Muhammad Ali Khan,Sufyan Yousuf,10,Undirected,10,0,1,0,10,1;2;3;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Muhammad Sana Ullah Khan Masti Khel,Nafeesa Inayatullah Khan Khattak,10,Undirected,10,0,1,0,10,2,15,0,
Muhammad Sana Ullah Khan Masti Khel,Raja Riaz Ahmad,10,Undirected,10,0,1,0,10,2,15,0,
Syed Naveed Qammar,Syed Naveed Qammar,10,Undirected,10,0,1,0,10,5,14,0,
Dr. Zulfiqar Ali Bhatti,Samina Matloob,10,Undirected,10,0,1,0,10,5,15,0,
Shaikh Salahuddin,Shaikh Salahuddin,10,Undirected,10,0,1,0,10,1;2;5,14,0,
Raja Pervez Ashraf,Raja Pervez Ashraf,10,Undirected,10,0,1,0,10,1;2,15,0,
Asma Hadeed,Fauzia Behram,10,Undirected,10,0,1,0,10,2;4,15,1,Interior
Mohsin Shah Nawaz Ranjha,Shaza Fatima Khawaja,10,Undirected,10,0,1,0,10,2;3,15,0,
Saman Sultana Jafri,Saman Sultana Jafri,10,Undirected,10,0,1,0,10,2;3;5,14,0,
Dr. Seemin Abdul Rehman Bokhari,Rao Muhammad Ajmal Khan,9,Undirected,0,9,0,0,9,4,15,1,Interior
Dr. Seemin Abdul Rehman Bokhari,Tahira Aurangzeb,9,Undirected,0,9,0,0,9,4,15,1,Interior
Dr. Ramesh Kumar Vankwani,Shunila Ruth,9,Undirected,9,0,1,0,9,1,15,0,
Dr. Seemin Abdul Rehman Bokhari,Fauzia Behram,9,Undirected,9,0,1,0,9,4,15,1,Interior
Fauzia Behram,Mrs. Shahida Rehmani,9,Undirected,0,9,0,0,9,4,15,1,Interior
Kiran Imran,Tahira Aurangzeb,9,Undirected,9,0,1,0,9,4,15,1,Interior
Kiran Imran,Rao Muhammad Ajmal Khan,9,Undirected,9,0,1,0,9,4,15,1,Interior
Nafeesa Inayatullah Khan Khattak,Syed Naveed Qamar,9,Undirected,0,9,0,0,9,2,15,0,
Romina Khurshid Alam,Tahira Aurangzeb,9,Undirected,9,0,1,0,9,4,15,1,Interior
Amjid Ali Khan,Syed Naveed Qamar,9,Undirected,0,9,0,0,9,2,15,0,
Kiran Imran,Romina Khurshid Alam,9,Undirected,9,0,1,0,9,4,15,1,Interior
Kiran Imran,Mrs. Shahida Rehmani,9,Undirected,0,9,0,0,9,4,15,1,Interior
Dr. Seemin Abdul Rehman Bokhari,Kiran Imran,9,Undirected,0,9,0,0,9,4,15,1,Interior
Dr. Seemin Abdul Rehman Bokhari,Mrs. Shahida Rehmani,9,Undirected,0,9,0,0,9,4,15,1,Interior
Dr. Seemin Abdul Rehman Bokhari,Romina Khurshid Alam,9,Undirected,0,9,0,0,9,4,15,1,Interior
Mohsin Javed,Mrs. Aliya Kamran,9,Undirected,0,9,0,0,9,1,15,0,
Kesoo Mal Kheeal Das,Kesoo Mal Kheeal Das,9,Undirected,9,0,1,0,9,1;2;3;4,15,0,
Rao Muhammad Ajmal Khan,Romina Khurshid Alam,9,Undirected,9,0,1,0,9,4,15,1,Interior
Ali Nawaz Awan,Asma Hadeed,9,Undirected,9,0,1,0,9,2;4,15,0,
Rao Muhammad Ajmal Khan,Tahira Aurangzeb,9,Undirected,9,0,1,0,9,4,15,1,Interior
Mohsin Javed,Riaz Fatyana,9,Undirected,0,9,0,0,9,1,15,0,
Mohsin Javed,Salah Ud Din Ayubi,9,Undirected,0,9,0,0,9,1,15,0,
Mohsin Javed,Shahida Akhtar Ali,9,Undirected,0,9,0,0,9,1,15,0,
Mohsin Javed,Moulana Abdul Akbar Chitrali,9,Undirected,0,9,0,0,9,1,15,0,
Dr. Nikhat Shakeel Khan,Syed Asif Hasnain,9,Undirected,9,0,1,0,9,1;2;3;4,14,1,"Law, Justice and Human Rights"
Moulana Abdul Akbar Chitrali,Moulana Abdul Akbar Chitrali,9,Undirected,9,0,1,0,9,1;3;4;5,15,0,
Amjid Ali Khan,Mohsin Shah Nawaz Ranjha,9,Undirected,0,9,0,0,9,2,15,0,
Asiya Azeem,James Iqbal,9,Undirected,0,9,0,0,9,5,15,0,
Muhammad Muzammil Qureshi,Sufyan Yousuf,9,Undirected,9,0,1,0,9,1;3;4,14,3,"Cabinet Secretariat;Interior and Narcotics Control;Law, Justice and Human Rights"
Samina Matloob,Zahra Wadood Fatemi,9,Undirected,9,0,1,0,9,2;5,15,0,
Dr. Muhammad Farooq Sattar,Iqbal Muhammad Ali Khan,9,Undirected,9,0,1,0,9,1;3;4;5,14,1,"Law, Justice and Human Rights"
Mehboob Alam,Syed Asif Hasnain,9,Undirected,9,0,1,0,9,1;2;3;4,14,1,"Law, Justice and Human Rights"
Rana Iradat Sharif Khan,Uzma Riaz,9,Undirected,0,9,0,0,9,4,15,1,Parliamentary Affairs
Ali Khan Jadoon,Saleh Muhammad,9,Undirected,9,0,1,0,9,1,15,0,
Ali Khan Jadoon,Nuzhat Pathan,9,Undirected,9,0,1,0,9,2,15,0,
Dr. Khalid Maqbool Siddiqui,Sanjay Perwani,9,Undirected,9,0,1,0,9,3;4;5,14,0,
Muhammad Muzammil Qureshi,Syed Asif Hasnain,9,Undirected,9,0,1,0,9,1;2;3,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Shaista Pervaiz,Shaista Pervaiz,9,Undirected,9,0,1,0,9,1;2;5,14;15,0,
Mehboob Alam,Mohammad Salman Khan Baloch,9,Undirected,9,0,1,0,9,1;2;5,14,1,"Law, Justice and Human Rights"
Fauzia Behram,Tahira Aurangzeb,9,Undirected,0,9,0,0,9,4,15,1,Interior
Dr. Shireen Mehrunnisa Mazari,Munaza Hassan,9,Undirected,9,0,1,0,9,1;2;3,14,1,Parliamentary Affairs
Dr. Muhammad Farooq Sattar,Kishwer Zehra,9,Undirected,9,0,1,0,9,3;4;5,14,0,
Mohsin Shah Nawaz Ranjha,Nafeesa Inayatullah Khan Khattak,9,Undirected,0,9,0,0,9,2,15,0,
Nuzhat Pathan,Uzma Riaz,9,Undirected,9,0,1,0,9,2,15,0,
Fauzia Behram,Rao Muhammad Ajmal Khan,9,Undirected,0,9,0,0,9,4,15,1,Interior
Khurram Dastgir Khan,Shaza Fatima Khawaja,9,Undirected,9,0,1,0,9,2;3;4,15,0,
Asma Hadeed,Mrs. Shahida Rehmani,9,Undirected,0,9,0,0,9,4,15,1,Interior
Asma Hadeed,Nafeesa Inayatullah Khan Khattak,9,Undirected,9,0,1,0,9,2;4,15,0,
Asma Hadeed,Kiran Imran,9,Undirected,0,9,0,0,9,4,15,1,Interior
Asma Hadeed,Tahira Aurangzeb,9,Undirected,0,9,0,0,9,4,15,1,Interior
Asma Hadeed,Rao Muhammad Ajmal Khan,9,Undirected,0,9,0,0,9,4,15,1,Interior
Asma Hadeed,Romina Khurshid Alam,9,Undirected,0,9,0,0,9,4,15,1,Interior
Fauzia Behram,Romina Khurshid Alam,9,Undirected,0,9,0,0,9,4,15,1,Interior
Fauzia Behram,Kiran Imran,9,Undirected,0,9,0,0,9,4,15,1,Interior
Mrs. Shahida Rehmani,Romina Khurshid Alam,9,Undirected,0,9,0,0,9,4,15,1,Interior
Asma Hadeed,Raja Khurram Shahzad Nawaz,9,Undirected,9,0,1,0,9,2;4,15,0,
Saleh Muhammad,Uzma Riaz,9,Undirected,9,0,1,0,9,1,15,0,
Mrs. Shahida Rehmani,Rao Muhammad Ajmal Khan,9,Undirected,0,9,0,0,9,4,15,1,Interior
Mrs. Shahida Rehmani,Tahira Aurangzeb,9,Undirected,0,9,0,0,9,4,15,1,Interior
Abdul Qadir Patel,Shazia Marri,9,Undirected,9,0,1,0,9,1;3;4,15;16,0,
Nusrat Wahid,Nusrat Wahid,8,Undirected,8,0,1,0,8,2;3;4,15,0,
Abdul Waseem,Syed Asif Hasnain,8,Undirected,8,0,1,0,8,1;2;3;4,14,1,"Law, Justice and Human Rights"
James Iqbal,Usama Qadri,8,Undirected,0,8,0,0,8,4;5,15,1,Law and Justice
Dr. Arif Alvi,Munaza Hassan,8,Undirected,8,0,1,0,8,1;2;3,14,1,Parliamentary Affairs
Dr. Arif Alvi,Makhdoom Shah Mahmood Qureshi,8,Undirected,8,0,1,0,8,2;3,14,0,
Muhammad Rehan Hashmi,Sajid Ahmed,8,Undirected,8,0,1,0,8,1;2,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Nafeesa Inayatullah Khan Khattak,Uzma Riaz,8,Undirected,8,0,1,0,8,1;2;3;4,15,0,
Khawaja Muhammad Asif,Khawaja Muhammad Asif,8,Undirected,8,0,1,4,4,3,14;15,0,
Muhammad Hammad Azhar,Muhammad Hammad Azhar,8,Undirected,8,0,1,8,0,3;4,15,0,
Sanjay Perwani,Syed Asif Hasnain,8,Undirected,8,0,1,0,8,1;2;3,14,1,"Law, Justice and Human Rights"
Dr. Shireen Mehrunnisa Mazari,Makhdoom Shah Mahmood Qureshi,8,Undirected,8,0,1,0,8,2;3,14,0,
Abdul Rashid Godil,Muhammad Muzammil Qureshi,8,Undirected,8,0,1,0,8,1;2,14,3,"Cabinet Secretariat;Interior and Narcotics Control;Law, Justice and Human Rights"
Abdul Rashid Godil,Sufyan Yousuf,8,Undirected,8,0,1,0,8,1;2,14,2,Cabinet Secretariat;Interior and Narcotics Control
Dr. Khalid Maqbool Siddiqui,Muhammad Kamal Malik,8,Undirected,8,0,1,0,8,3;4;5,14,0,
Muhammad Kamal Malik,Saman Sultana Jafri,8,Undirected,8,0,1,0,8,3;4;5,14,0,
Kishwer Zehra,Syed Asif Hasnain,8,Undirected,8,0,1,0,8,1;2;3;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Kishwer Zehra,Muhammad Kamal Malik,8,Undirected,8,0,1,0,8,3;4;5,14,0,
Sajid Ahmed,Syed Asif Hasnain,8,Undirected,8,0,1,0,8,1;2;3,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Iqbal Muhammad Ali Khan,Syed Ali Raza Abidi,8,Undirected,8,0,1,0,8,1;5,14,1,"Law, Justice and Human Rights"
Sajid Ahmed,Sanjay Perwani,8,Undirected,8,0,1,0,8,2;3;4,14,1,"Law, Justice and Human Rights"
Iqbal Muhammad Ali Khan,Syed Asif Hasnain,8,Undirected,8,0,1,0,8,1;2;3;4,14,1,"Law, Justice and Human Rights"
Iqbal Muhammad Ali Khan,Muhammad Kamal Malik,8,Undirected,8,0,1,0,8,3;4;5,14,0,
Dr. Muhammad Farooq Sattar,Sajid Ahmed,8,Undirected,8,0,1,0,8,1;5,14,1,Interior and Narcotics Control
Dr. Shireen Mehrunnisa Mazari,Rai Hasan Nawaz Khan,7,Undirected,7,0,1,0,7,2;3,14,0,
Amirullah,Dr. Shireen Mehrunnisa Mazari,7,Undirected,7,0,1,0,7,2;3,14,0,
Mohammad Salman Khan Baloch,Muhammad Rehan Hashmi,7,Undirected,7,0,1,0,7,1;2,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Dr. Arif Alvi,Rai Hasan Nawaz Khan,7,Undirected,7,0,1,0,7,2;3,14,0,
James Iqbal,Kishwer Zehra,7,Undirected,0,7,0,0,7,4,15,1,Law and Justice
Jai Parkash,James Iqbal,7,Undirected,0,7,0,0,7,4,15,1,Law and Justice
Makhdoom Shah Mahmood Qureshi,Munaza Hassan,7,Undirected,7,0,1,0,7,2;3,14,0,
Junaid Akbar,Munaza Hassan,7,Undirected,7,0,1,0,7,2;3,14,0,
Junaid Akbar,Makhdoom Shah Mahmood Qureshi,7,Undirected,7,0,1,0,7,2;3,14,0,
Dr. Shireen Mehrunnisa Mazari,Imran Khattak,7,Undirected,7,0,1,0,7,1;2;3,14,1,Parliamentary Affairs
Sufyan Yousuf,Syed Asif Hasnain,7,Undirected,7,0,1,0,7,1;3;4,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Dr. Shireen Mehrunnisa Mazari,Junaid Akbar,7,Undirected,7,0,1,0,7,2;3,14,0,
Mohammad Salman Khan Baloch,Sajid Ahmed,7,Undirected,7,0,1,0,7,1;2;5,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Dr. Zulfiqar Ali Bhatti,Zahra Wadood Fatemi,7,Undirected,7,0,1,0,7,5,15,0,
Dr. Arif Alvi,Imran Khattak,7,Undirected,7,0,1,0,7,1;2;3,14,1,Parliamentary Affairs
Dr. Khalid Maqbool Siddiqui,James Iqbal,7,Undirected,0,7,0,0,7,4,15,1,Law and Justice
Dr. Khalid Maqbool Siddiqui,Usama Qadri,7,Undirected,7,0,1,0,7,4,15,1,Law and Justice
Dr. Khalid Maqbool Siddiqui,Jai Parkash,7,Undirected,0,7,0,0,7,4,15,1,Law and Justice
Asma Hadeed,Nooreen Farooq Khan,7,Undirected,7,0,1,0,7,2;4,15,0,
Abdul Rashid Godil,Saman Sultana Jafri,7,Undirected,7,0,1,0,7,1;2,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Naeema Kishwar Khan,Shahida Akhtar Ali,7,Undirected,7,0,1,0,7,1;2;3;4,14,1,"Law, Justice and Human Rights"
Abdul Rashid Godil,Shaikh Salahuddin,7,Undirected,7,0,1,0,7,1;2,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Abdul Rashid Godil,Syed Asif Hasnain,7,Undirected,7,0,1,0,7,1;2,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Asad Umar,Rai Hasan Nawaz Khan,7,Undirected,7,0,1,0,7,2;3,14,0,
Asad Umar,Dr. Arif Alvi,7,Undirected,7,0,1,0,7,2;3,14,0,
Asad Umar,Dr. Shireen Mehrunnisa Mazari,7,Undirected,7,0,1,0,7,2;3,14,0,
Amjid Ali Khan,Mian Najibuddin Awaisi,7,Undirected,0,7,0,0,7,1;2,15,0,
Nafeesa Inayatullah Khan Khattak,Rana Muhammad Qasim Noon,7,Undirected,7,0,1,0,7,1;2;3,15,0,
Amirullah,Dr. Arif Alvi,7,Undirected,7,0,1,0,7,2;3,14,0,
Amirullah,Asad Umar,7,Undirected,7,0,1,0,7,2;3,14,0,
Dr. Nikhat Shakeel Khan,Seema Mohiuddin Jameeli,7,Undirected,0,7,0,0,7,4;5,14,0,
Abdul Waseem,Mohammad Salman Khan Baloch,7,Undirected,7,0,1,0,7,1;2;5,14,1,"Law, Justice and Human Rights"
Sajid Hussain Turi,Sajid Hussain Turi,7,Undirected,7,0,1,7,0,5,15,0,
Amirullah,Rai Hasan Nawaz Khan,7,Undirected,7,0,1,0,7,2;3,14,0,
Parveen Masood Bhatti,Shahnaz Saleem Malik,7,Undirected,7,0,1,0,7,5,14,0,
Faiz Ullah,Faiz Ullah,7,Undirected,7,0,1,0,7,2;3,15,0,
Jai Parkash,Kishwer Zehra,7,Undirected,0,7,0,0,7,4,15,1,Law and Justice
Jai Parkash,Usama Qadri,7,Undirected,0,7,0,0,7,4,15,1,Law and Justice
Dr. Arif Alvi,Junaid Akbar,7,Undirected,7,0,1,0,7,2;3,14,0,
